,GEOID,month,filings_2020
1052,78701,05/2023,20
1053,78701,06/2023,16
1054,78701,07/2023,19
1055,78701,08/2023,3
1056,78702,01/2020,17
1057,78702,02/2020,17
1058,78702,03/2020,8
1059,78702,04/2020,0
1060,78702,05/2020,0
1061,78702,06/2020,2
1062,78702,07/2020,2
1063,78702,08/2020,3
1064,78702,09/2020,2
1065,78702,10/2020,1
1066,78702,11/2020,0
1067,78702,12/2020,1
1068,78702,01/2021,2
1069,78702,02/2021,1
1070,78702,03/2021,2
1071,78702,04/2021,1
1072,78702,05/2021,1
1073,78702,06/2021,8
1074,78702,07/2021,5
1075,78702,08/2021,10
1076,78702,09/2021,3
1077,78702,10/2021,5
1078,78702,11/2021,9
1079,78702,12/2021,3
1080,78702,01/2022,9
1081,78702,02/2022,2
1082,78702,03/2022,10
1083,78702,04/2022,32
1084,78702,05/2022,8
1085,78702,06/2022,13
1086,78702,07/2022,6
1087,78702,08/2022,17
1088,78702,09/2022,16
1089,78702,10/2022,6
1090,78702,11/2022,15
1091,78702,12/2022,19
1092,78702,01/2023,9
1093,78702,02/2023,12
1094,78702,03/2023,16
1095,78702,04/2023,10
1096,78702,05/2023,22
1097,78702,06/2023,11
1098,78702,07/2023,7
1099,78702,08/2023,1
1100,78703,01/2020,0
1101,78703,02/2020,1
1102,78703,03/2020,1
1103,78703,04/2020,0
1104,78703,05/2020,0
1105,78703,06/2020,0
1106,78703,07/2020,0
1107,78703,08/2020,0
1108,78703,09/2020,0
1109,78703,10/2020,2
1110,78703,11/2020,2
1111,78703,12/2020,0
1112,78703,01/2021,0
1113,78703,02/2021,0
1114,78703,03/2021,2
1115,78703,04/2021,4
1116,78703,05/2021,1
1117,78703,06/2021,1
1118,78703,07/2021,0
1119,78703,08/2021,3
1120,78703,09/2021,2
1121,78703,10/2021,1
1122,78703,11/2021,3
1123,78703,12/2021,1
1124,78703,01/2022,2
1125,78703,02/2022,2
1126,78703,03/2022,1
1127,78703,04/2022,3
1128,78703,05/2022,1
1129,78703,06/2022,0
1130,78703,07/2022,0
1131,78703,08/2022,5
1132,78703,09/2022,3
1133,78703,10/2022,3
1134,78703,11/2022,0
1135,78703,12/2022,1
1136,78703,01/2023,3
1137,78703,02/2023,0
1138,78703,03/2023,3
1139,78703,04/2023,2
1140,78703,05/2023,6
1141,78703,06/2023,2
1142,78703,07/2023,3
1143,78703,08/2023,0
1144,78704,01/2020,20
1145,78704,02/2020,33
1146,78704,03/2020,13
1147,78704,04/2020,1
1148,78704,05/2020,1
1149,78704,06/2020,4
1150,78704,07/2020,0
1151,78704,08/2020,2
1152,78704,09/2020,3
1153,78704,10/2020,8
1154,78704,11/2020,1
1155,78704,12/2020,10
1156,78704,01/2021,6
1157,78704,02/2021,3
1158,78704,03/2021,7
1159,78704,04/2021,7
1160,78704,05/2021,0
1161,78704,06/2021,0
1162,78704,07/2021,4
1163,78704,08/2021,9
1164,78704,09/2021,5
1165,78704,10/2021,15
1166,78704,11/2021,4
1167,78704,12/2021,7
1168,78704,01/2022,13
1169,78704,02/2022,18
1170,78704,03/2022,32
1171,78704,04/2022,40
1172,78704,05/2022,26
1173,78704,06/2022,20
1174,78704,07/2022,25
1175,78704,08/2022,20
1176,78704,09/2022,31
1177,78704,10/2022,25
1178,78704,11/2022,18
1179,78704,12/2022,17
1180,78704,01/2023,25
1181,78704,02/2023,22
1182,78704,03/2023,23
1183,78704,04/2023,11
1184,78704,05/2023,21
1185,78704,06/2023,18
1186,78704,07/2023,18
1187,78704,08/2023,0
1188,78705,01/2020,12
1189,78705,02/2020,9
1190,78705,03/2020,5
1191,78705,04/2020,1
1192,78705,05/2020,0
1193,78705,06/2020,0
1194,78705,07/2020,5
1195,78705,08/2020,0
1196,78705,09/2020,1
1197,78705,10/2020,0
1198,78705,11/2020,2
1199,78705,12/2020,1
1200,78705,01/2021,2
1201,78705,02/2021,1
1202,78705,03/2021,3
1203,78705,04/2021,3
1204,78705,05/2021,2
1205,78705,06/2021,1
1206,78705,07/2021,0
1207,78705,08/2021,2
1208,78705,09/2021,1
1209,78705,10/2021,1
1210,78705,11/2021,4
1211,78705,12/2021,4
1212,78705,01/2022,6
1213,78705,02/2022,15
1214,78705,03/2022,7
1215,78705,04/2022,10
1216,78705,05/2022,10
1217,78705,06/2022,13
1218,78705,07/2022,5
1219,78705,08/2022,2
1220,78705,09/2022,2
1221,78705,10/2022,4
1222,78705,11/2022,4
1223,78705,12/2022,7
1224,78705,01/2023,7
1225,78705,02/2023,4
1226,78705,03/2023,5
1227,78705,04/2023,8
1228,78705,05/2023,3
1229,78705,06/2023,12
1230,78705,07/2023,2
1231,78705,08/2023,1
1232,78708,01/2020,0
1233,78708,02/2020,0
1234,78708,03/2020,0
1235,78708,04/2020,0
1236,78708,05/2020,0
1237,78708,06/2020,0
1238,78708,07/2020,0
1239,78708,08/2020,0
1240,78708,09/2020,0
1241,78708,10/2020,0
1242,78708,11/2020,0
1243,78708,12/2020,0
1244,78708,01/2021,0
1245,78708,02/2021,0
1246,78708,03/2021,0
1247,78708,04/2021,0
1248,78708,05/2021,0
1249,78708,06/2021,0
1250,78708,07/2021,0
1251,78708,08/2021,0
1252,78708,09/2021,0
1253,78708,10/2021,0
1254,78708,11/2021,0
1255,78708,12/2021,0
1256,78708,01/2022,0
1257,78708,02/2022,0
1258,78708,03/2022,0
1259,78708,04/2022,0
1260,78708,05/2022,0
1261,78708,06/2022,0
1262,78708,07/2022,0
1263,78708,08/2022,0
1264,78708,09/2022,0
1265,78708,10/2022,0
1266,78708,11/2022,0
1267,78708,12/2022,0
1268,78708,01/2023,0
1269,78708,02/2023,0
1270,78708,03/2023,0
1271,78708,04/2023,0
1272,78708,05/2023,0
1273,78708,06/2023,0
1274,78708,07/2023,0
1275,78708,08/2023,0
1276,78709,01/2020,1
1277,78709,02/2020,0
1278,78709,03/2020,0
1279,78709,04/2020,0
1280,78709,05/2020,0
1281,78709,06/2020,0
1282,78709,07/2020,0
1283,78709,08/2020,0
1284,78709,09/2020,0
1285,78709,10/2020,0
1286,78709,11/2020,0
1287,78709,12/2020,0
1288,78709,01/2021,0
1289,78709,02/2021,0
1290,78709,03/2021,0
1291,78709,04/2021,0
1292,78709,05/2021,0
1293,78709,06/2021,0
1294,78709,07/2021,0
1295,78709,08/2021,0
1296,78709,09/2021,0
1297,78709,10/2021,0
1298,78709,11/2021,0
1299,78709,12/2021,0
1300,78709,01/2022,0
1301,78709,02/2022,0
1302,78709,03/2022,0
1303,78709,04/2022,0
1304,78709,05/2022,0
1305,78709,06/2022,0
1306,78709,07/2022,0
1307,78709,08/2022,0
1308,78709,09/2022,0
1309,78709,10/2022,0
1310,78709,11/2022,0
1311,78709,12/2022,0
1312,78709,01/2023,0
1313,78709,02/2023,0
1314,78709,03/2023,0
1315,78709,04/2023,0
1316,78709,05/2023,0
1317,78709,06/2023,0
1318,78709,07/2023,0
1319,78709,08/2023,0
1320,78710,01/2020,0
1321,78710,02/2020,0
1322,78710,03/2020,0
1323,78710,04/2020,0
1324,78710,05/2020,0
1325,78710,06/2020,0
1326,78710,07/2020,0
1327,78710,08/2020,0
1328,78710,09/2020,0
1329,78710,10/2020,0
1330,78710,11/2020,0
1331,78710,12/2020,0
1332,78710,01/2021,0
1333,78710,02/2021,0
1334,78710,03/2021,0
1335,78710,04/2021,0
1336,78710,05/2021,0
1337,78710,06/2021,0
1338,78710,07/2021,0
1339,78710,08/2021,0
1340,78710,09/2021,0
1341,78710,10/2021,0
1342,78710,11/2021,0
1343,78710,12/2021,0
1344,78710,01/2022,0
1345,78710,02/2022,0
1346,78710,03/2022,0
1347,78710,04/2022,0
1348,78710,05/2022,0
1349,78710,06/2022,0
1350,78710,07/2022,0
1351,78710,08/2022,0
1352,78710,09/2022,0
1353,78710,10/2022,0
1354,78710,11/2022,0
1355,78710,12/2022,0
1356,78710,01/2023,0
1357,78710,02/2023,0
1358,78710,03/2023,0
1359,78710,04/2023,0
1360,78710,05/2023,0
1361,78710,06/2023,0
1362,78710,07/2023,0
1363,78710,08/2023,0
1364,78711,01/2020,0
1365,78711,02/2020,0
1366,78711,03/2020,0
1367,78711,04/2020,0
1368,78711,05/2020,0
1369,78711,06/2020,0
1370,78711,07/2020,0
1371,78711,08/2020,0
1372,78711,09/2020,0
1373,78711,10/2020,0
1374,78711,11/2020,0
1375,78711,12/2020,0
1376,78711,01/2021,0
1377,78711,02/2021,0
1378,78711,03/2021,0
1379,78711,04/2021,0
1380,78711,05/2021,0
1381,78711,06/2021,0
1382,78711,07/2021,0
1383,78711,08/2021,0
1384,78711,09/2021,0
1385,78711,10/2021,0
1386,78711,11/2021,0
1387,78711,12/2021,0
1388,78711,01/2022,0
1389,78711,02/2022,0
1390,78711,03/2022,0
1391,78711,04/2022,0
1392,78711,05/2022,0
1393,78711,06/2022,0
1394,78711,07/2022,0
1395,78711,08/2022,0
1396,78711,09/2022,0
1397,78711,10/2022,0
1398,78711,11/2022,0
1399,78711,12/2022,0
1400,78711,01/2023,0
1401,78711,02/2023,0
1402,78711,03/2023,0
1403,78711,04/2023,0
1404,78711,05/2023,0
1405,78711,06/2023,0
1406,78711,07/2023,0
1407,78711,08/2023,0
1408,78712,01/2020,0
1409,78712,02/2020,0
1410,78712,03/2020,0
1411,78712,04/2020,0
1412,78712,05/2020,0
1413,78712,06/2020,0
1414,78712,07/2020,0
1415,78712,08/2020,0
1416,78712,09/2020,0
1417,78712,10/2020,0
1418,78712,11/2020,0
1419,78712,12/2020,0
1420,78712,01/2021,0
1421,78712,02/2021,0
1422,78712,03/2021,0
1423,78712,04/2021,0
1424,78712,05/2021,0
1425,78712,06/2021,0
1426,78712,07/2021,0
1427,78712,08/2021,0
1428,78712,09/2021,0
1429,78712,10/2021,0
1430,78712,11/2021,0
1431,78712,12/2021,0
1432,78712,01/2022,0
1433,78712,02/2022,0
1434,78712,03/2022,0
1435,78712,04/2022,0
1436,78712,05/2022,0
1437,78712,06/2022,0
1438,78712,07/2022,0
1439,78712,08/2022,0
1440,78712,09/2022,0
1441,78712,10/2022,0
1442,78712,11/2022,0
1443,78712,12/2022,0
1444,78712,01/2023,0
1445,78712,02/2023,0
1446,78712,03/2023,0
1447,78712,04/2023,0
1448,78712,05/2023,0
1449,78712,06/2023,0
1450,78712,07/2023,0
1451,78712,08/2023,0
1452,78713,01/2020,0
1453,78713,02/2020,0
1454,78713,03/2020,0
1455,78713,04/2020,0
1456,78713,05/2020,0
1457,78713,06/2020,0
1458,78713,07/2020,0
1459,78713,08/2020,0
1460,78713,09/2020,0
1461,78713,10/2020,0
1462,78713,11/2020,0
1463,78713,12/2020,0
1464,78713,01/2021,0
1465,78713,02/2021,0
1466,78713,03/2021,0
1467,78713,04/2021,0
1468,78713,05/2021,0
1469,78713,06/2021,0
1470,78713,07/2021,0
1471,78713,08/2021,0
1472,78713,09/2021,0
1473,78713,10/2021,0
1474,78713,11/2021,0
1475,78713,12/2021,0
1476,78713,01/2022,0
1477,78713,02/2022,1
1478,78713,03/2022,0
1479,78713,04/2022,0
1480,78713,05/2022,0
1481,78713,06/2022,0
1482,78713,07/2022,0
1483,78713,08/2022,0
1484,78713,09/2022,0
1485,78713,10/2022,0
1486,78713,11/2022,0
1487,78713,12/2022,0
1488,78713,01/2023,0
1489,78713,02/2023,0
1490,78713,03/2023,0
1491,78713,04/2023,0
1492,78713,05/2023,0
1493,78713,06/2023,0
1494,78713,07/2023,0
1495,78713,08/2023,0
1496,78714,01/2020,0
1497,78714,02/2020,0
1498,78714,03/2020,0
1499,78714,04/2020,0
1500,78714,05/2020,0
1501,78714,06/2020,0
1502,78714,07/2020,0
1503,78714,08/2020,0
1504,78714,09/2020,0
1505,78714,10/2020,0
1506,78714,11/2020,0
1507,78714,12/2020,0
1508,78714,01/2021,0
1509,78714,02/2021,0
1510,78714,03/2021,0
1511,78714,04/2021,0
1512,78714,05/2021,0
1513,78714,06/2021,0
1514,78714,07/2021,0
1515,78714,08/2021,0
1516,78714,09/2021,0
1517,78714,10/2021,0
1518,78714,11/2021,0
1519,78714,12/2021,0
1520,78714,01/2022,0
1521,78714,02/2022,0
1522,78714,03/2022,0
1523,78714,04/2022,0
1524,78714,05/2022,0
1525,78714,06/2022,0
1526,78714,07/2022,0
1527,78714,08/2022,0
1528,78714,09/2022,0
1529,78714,10/2022,0
1530,78714,11/2022,0
1531,78714,12/2022,0
1532,78714,01/2023,0
1533,78714,02/2023,0
1534,78714,03/2023,0
1535,78714,04/2023,0
1536,78714,05/2023,0
1537,78714,06/2023,0
1538,78714,07/2023,0
1539,78714,08/2023,0
1540,78715,01/2020,0
1541,78715,02/2020,0
1542,78715,03/2020,0
1543,78715,04/2020,0
1544,78715,05/2020,0
1545,78715,06/2020,0
1546,78715,07/2020,0
1547,78715,08/2020,0
1548,78715,09/2020,0
1549,78715,10/2020,0
1550,78715,11/2020,0
1551,78715,12/2020,0
1552,78715,01/2021,0
1553,78715,02/2021,0
1554,78715,03/2021,0
1555,78715,04/2021,0
1556,78715,05/2021,0
1557,78715,06/2021,0
1558,78715,07/2021,0
1559,78715,08/2021,0
1560,78715,09/2021,0
1561,78715,10/2021,0
1562,78715,11/2021,0
1563,78715,12/2021,0
1564,78715,01/2022,0
1565,78715,02/2022,0
1566,78715,03/2022,0
1567,78715,04/2022,0
1568,78715,05/2022,0
1569,78715,06/2022,0
1570,78715,07/2022,0
1571,78715,08/2022,0
1572,78715,09/2022,0
1573,78715,10/2022,0
1574,78715,11/2022,0
1575,78715,12/2022,0
1576,78715,01/2023,0
1577,78715,02/2023,0
1578,78715,03/2023,0
1579,78715,04/2023,0
1580,78715,05/2023,0
1581,78715,06/2023,0
1582,78715,07/2023,0
1583,78715,08/2023,0
1584,78716,01/2020,0
1585,78716,02/2020,0
1586,78716,03/2020,0
1587,78716,04/2020,0
1588,78716,05/2020,0
1589,78716,06/2020,0
1590,78716,07/2020,0
1591,78716,08/2020,0
1592,78716,09/2020,0
1593,78716,10/2020,0
1594,78716,11/2020,0
1595,78716,12/2020,0
1596,78716,01/2021,0
1597,78716,02/2021,0
1598,78716,03/2021,0
1599,78716,04/2021,0
1600,78716,05/2021,0
1601,78716,06/2021,0
1602,78716,07/2021,0
1603,78716,08/2021,0
1604,78716,09/2021,0
1605,78716,10/2021,0
1606,78716,11/2021,0
1607,78716,12/2021,0
1608,78716,01/2022,0
1609,78716,02/2022,0
1610,78716,03/2022,0
1611,78716,04/2022,0
1612,78716,05/2022,0
1613,78716,06/2022,0
1614,78716,07/2022,0
1615,78716,08/2022,0
1616,78716,09/2022,0
1617,78716,10/2022,0
1618,78716,11/2022,0
1619,78716,12/2022,0
1620,78716,01/2023,0
1621,78716,02/2023,0
1622,78716,03/2023,0
1623,78716,04/2023,0
1624,78716,05/2023,0
1625,78716,06/2023,0
1626,78716,07/2023,0
1627,78716,08/2023,0
1628,78718,01/2020,0
1629,78718,02/2020,0
1630,78718,03/2020,0
1631,78718,04/2020,0
1632,78718,05/2020,0
1633,78718,06/2020,0
1634,78718,07/2020,0
1635,78718,08/2020,0
1636,78718,09/2020,0
1637,78718,10/2020,0
1638,78718,11/2020,0
1639,78718,12/2020,0
1640,78718,01/2021,0
1641,78718,02/2021,0
1642,78718,03/2021,0
1643,78718,04/2021,0
1644,78718,05/2021,0
1645,78718,06/2021,0
1646,78718,07/2021,0
1647,78718,08/2021,0
1648,78718,09/2021,0
1649,78718,10/2021,0
1650,78718,11/2021,0
1651,78718,12/2021,0
1652,78718,01/2022,0
1653,78718,02/2022,0
1654,78718,03/2022,0
1655,78718,04/2022,0
1656,78718,05/2022,0
1657,78718,06/2022,0
1658,78718,07/2022,0
1659,78718,08/2022,0
1660,78718,09/2022,0
1661,78718,10/2022,0
1662,78718,11/2022,0
1663,78718,12/2022,0
1664,78718,01/2023,0
1665,78718,02/2023,0
1666,78718,03/2023,0
1667,78718,04/2023,0
1668,78718,05/2023,0
1669,78718,06/2023,0
1670,78718,07/2023,0
1671,78718,08/2023,0
1672,78719,01/2020,0
1673,78719,02/2020,0
1674,78719,03/2020,0
1675,78719,04/2020,1
1676,78719,05/2020,0
1677,78719,06/2020,1
1678,78719,07/2020,0
1679,78719,08/2020,1
1680,78719,09/2020,0
1681,78719,10/2020,0
1682,78719,11/2020,0
1683,78719,12/2020,1
1684,78719,01/2021,0
1685,78719,02/2021,0
1686,78719,03/2021,0
1687,78719,04/2021,0
1688,78719,05/2021,0
1689,78719,06/2021,1
1690,78719,07/2021,0
1691,78719,08/2021,1
1692,78719,09/2021,1
1693,78719,10/2021,1
1694,78719,11/2021,0
1695,78719,12/2021,0
1696,78719,01/2022,1
1697,78719,02/2022,0
1698,78719,03/2022,0
1699,78719,04/2022,0
1700,78719,05/2022,0
1701,78719,06/2022,0
1702,78719,07/2022,0
1703,78719,08/2022,0
1704,78719,09/2022,0
1705,78719,10/2022,2
1706,78719,11/2022,1
1707,78719,12/2022,1
1708,78719,01/2023,1
1709,78719,02/2023,1
1710,78719,03/2023,2
1711,78719,04/2023,0
1712,78719,05/2023,0
1713,78719,06/2023,1
1714,78719,07/2023,0
1715,78719,08/2023,0
1716,78720,01/2020,0
1717,78720,02/2020,0
1718,78720,03/2020,0
1719,78720,04/2020,0
1720,78720,05/2020,0
1721,78720,06/2020,0
1722,78720,07/2020,0
1723,78720,08/2020,0
1724,78720,09/2020,0
1725,78720,10/2020,0
1726,78720,11/2020,0
1727,78720,12/2020,0
1728,78720,01/2021,0
1729,78720,02/2021,0
1730,78720,03/2021,0
1731,78720,04/2021,0
1732,78720,05/2021,0
1733,78720,06/2021,0
1734,78720,07/2021,0
1735,78720,08/2021,0
1736,78720,09/2021,0
1737,78720,10/2021,0
1738,78720,11/2021,0
1739,78720,12/2021,0
1740,78720,01/2022,0
1741,78720,02/2022,0
1742,78720,03/2022,0
1743,78720,04/2022,0
1744,78720,05/2022,1
1745,78720,06/2022,0
1746,78720,07/2022,0
1747,78720,08/2022,0
1748,78720,09/2022,0
1749,78720,10/2022,0
1750,78720,11/2022,0
1751,78720,12/2022,0
1752,78720,01/2023,0
1753,78720,02/2023,0
1754,78720,03/2023,0
1755,78720,04/2023,0
1756,78720,05/2023,0
1757,78720,06/2023,0
1758,78720,07/2023,0
1759,78720,08/2023,0
1760,78721,01/2020,6
1761,78721,02/2020,7
1762,78721,03/2020,1
1763,78721,04/2020,1
1764,78721,05/2020,0
1765,78721,06/2020,0
1766,78721,07/2020,1
1767,78721,08/2020,2
1768,78721,09/2020,1
1769,78721,10/2020,1
1770,78721,11/2020,2
1771,78721,12/2020,3
1772,78721,01/2021,3
1773,78721,02/2021,0
1774,78721,03/2021,1
1775,78721,04/2021,1
1776,78721,05/2021,1
1777,78721,06/2021,4
1778,78721,07/2021,3
1779,78721,08/2021,1
1780,78721,09/2021,1
1781,78721,10/2021,2
1782,78721,11/2021,2
1783,78721,12/2021,1
1784,78721,01/2022,1
1785,78721,02/2022,7
1786,78721,03/2022,35
1787,78721,04/2022,9
1788,78721,05/2022,9
1789,78721,06/2022,5
1790,78721,07/2022,5
1791,78721,08/2022,5
1792,78721,09/2022,9
1793,78721,10/2022,8
1794,78721,11/2022,2
1795,78721,12/2022,2
1796,78721,01/2023,1
1797,78721,02/2023,10
1798,78721,03/2023,3
1799,78721,04/2023,6
1800,78721,05/2023,15
1801,78721,06/2023,13
1802,78721,07/2023,9
1803,78721,08/2023,2
1804,78722,01/2020,2
1805,78722,02/2020,4
1806,78722,03/2020,0
1807,78722,04/2020,0
1808,78722,05/2020,0
1809,78722,06/2020,1
1810,78722,07/2020,1
1811,78722,08/2020,1
1812,78722,09/2020,0
1813,78722,10/2020,0
1814,78722,11/2020,0
1815,78722,12/2020,0
1816,78722,01/2021,0
1817,78722,02/2021,1
1818,78722,03/2021,1
1819,78722,04/2021,0
1820,78722,05/2021,1
1821,78722,06/2021,2
1822,78722,07/2021,2
1823,78722,08/2021,1
1824,78722,09/2021,1
1825,78722,10/2021,0
1826,78722,11/2021,1
1827,78722,12/2021,1
1828,78722,01/2022,1
1829,78722,02/2022,8
1830,78722,03/2022,1
1831,78722,04/2022,1
1832,78722,05/2022,1
1833,78722,06/2022,0
1834,78722,07/2022,7
1835,78722,08/2022,2
1836,78722,09/2022,2
1837,78722,10/2022,3
1838,78722,11/2022,4
1839,78722,12/2022,3
1840,78722,01/2023,4
1841,78722,02/2023,6
1842,78722,03/2023,7
1843,78722,04/2023,2
1844,78722,05/2023,6
1845,78722,06/2023,8
1846,78722,07/2023,2
1847,78722,08/2023,0
1848,78723,01/2020,58
1849,78723,02/2020,87
1850,78723,03/2020,48
1851,78723,04/2020,2
1852,78723,05/2020,0
1853,78723,06/2020,10
1854,78723,07/2020,8
1855,78723,08/2020,2
1856,78723,09/2020,4
1857,78723,10/2020,2
1858,78723,11/2020,2
1859,78723,12/2020,10
1860,78723,01/2021,3
1861,78723,02/2021,5
1862,78723,03/2021,2
1863,78723,04/2021,7
1864,78723,05/2021,32
1865,78723,06/2021,6
1866,78723,07/2021,13
1867,78723,08/2021,24
1868,78723,09/2021,6
1869,78723,10/2021,5
1870,78723,11/2021,32
1871,78723,12/2021,16
1872,78723,01/2022,22
1873,78723,02/2022,27
1874,78723,03/2022,55
1875,78723,04/2022,87
1876,78723,05/2022,47
1877,78723,06/2022,40
1878,78723,07/2022,35
1879,78723,08/2022,43
1880,78723,09/2022,35
1881,78723,10/2022,81
1882,78723,11/2022,18
1883,78723,12/2022,45
1884,78723,01/2023,28
1885,78723,02/2023,49
1886,78723,03/2023,34
1887,78723,04/2023,29
1888,78723,05/2023,33
1889,78723,06/2023,27
1890,78723,07/2023,56
1891,78723,08/2023,5
1892,78724,01/2020,53
1893,78724,02/2020,47
1894,78724,03/2020,28
1895,78724,04/2020,1
1896,78724,05/2020,0
1897,78724,06/2020,3
1898,78724,07/2020,3
1899,78724,08/2020,2
1900,78724,09/2020,0
1901,78724,10/2020,3
1902,78724,11/2020,0
1903,78724,12/2020,1
1904,78724,01/2021,1
1905,78724,02/2021,3
1906,78724,03/2021,5
1907,78724,04/2021,1
1908,78724,05/2021,4
1909,78724,06/2021,9
1910,78724,07/2021,6
1911,78724,08/2021,6
1912,78724,09/2021,2
1913,78724,10/2021,2
1914,78724,11/2021,7
1915,78724,12/2021,16
1916,78724,01/2022,3
1917,78724,02/2022,13
1918,78724,03/2022,43
1919,78724,04/2022,31
1920,78724,05/2022,27
1921,78724,06/2022,34
1922,78724,07/2022,22
1923,78724,08/2022,27
1924,78724,09/2022,32
1925,78724,10/2022,20
1926,78724,11/2022,14
1927,78724,12/2022,28
1928,78724,01/2023,29
1929,78724,02/2023,9
1930,78724,03/2023,31
1931,78724,04/2023,32
1932,78724,05/2023,32
1933,78724,06/2023,33
1934,78724,07/2023,34
1935,78724,08/2023,1
1936,78725,01/2020,3
1937,78725,02/2020,1
1938,78725,03/2020,2
1939,78725,04/2020,1
1940,78725,05/2020,0
1941,78725,06/2020,1
1942,78725,07/2020,0
1943,78725,08/2020,0
1944,78725,09/2020,1
1945,78725,10/2020,0
1946,78725,11/2020,1
1947,78725,12/2020,0
1948,78725,01/2021,0
1949,78725,02/2021,0
1950,78725,03/2021,0
1951,78725,04/2021,1
1952,78725,05/2021,1
1953,78725,06/2021,1
1954,78725,07/2021,1
1955,78725,08/2021,1
1956,78725,09/2021,0
1957,78725,10/2021,2
1958,78725,11/2021,1
1959,78725,12/2021,3
1960,78725,01/2022,2
1961,78725,02/2022,1
1962,78725,03/2022,5
1963,78725,04/2022,2
1964,78725,05/2022,2
1965,78725,06/2022,2
1966,78725,07/2022,3
1967,78725,08/2022,4
1968,78725,09/2022,1
1969,78725,10/2022,0
1970,78725,11/2022,1
1971,78725,12/2022,3
1972,78725,01/2023,3
1973,78725,02/2023,3
1974,78725,03/2023,4
1975,78725,04/2023,3
1976,78725,05/2023,4
1977,78725,06/2023,3
1978,78725,07/2023,2
1979,78725,08/2023,0
1980,78726,01/2020,32
1981,78726,02/2020,35
1982,78726,03/2020,30
1983,78726,04/2020,0
1984,78726,05/2020,1
1985,78726,06/2020,0
1986,78726,07/2020,0
1987,78726,08/2020,0
1988,78726,09/2020,0
1989,78726,10/2020,1
1990,78726,11/2020,0
1991,78726,12/2020,1
1992,78726,01/2021,0
1993,78726,02/2021,0
1994,78726,03/2021,4
1995,78726,04/2021,0
1996,78726,05/2021,3
1997,78726,06/2021,2
1998,78726,07/2021,1
1999,78726,08/2021,2
2000,78726,09/2021,0
2001,78726,10/2021,2
2002,78726,11/2021,5
2003,78726,12/2021,7
2004,78726,01/2022,18
2005,78726,02/2022,22
2006,78726,03/2022,36
2007,78726,04/2022,20
2008,78726,05/2022,25
2009,78726,06/2022,13
2010,78726,07/2022,15
2011,78726,08/2022,23
2012,78726,09/2022,22
2013,78726,10/2022,22
2014,78726,11/2022,21
2015,78726,12/2022,14
2016,78726,01/2023,5
2017,78726,02/2023,18
2018,78726,03/2023,26
2019,78726,04/2023,17
2020,78726,05/2023,21
2021,78726,06/2023,45
2022,78726,07/2023,21
2023,78726,08/2023,15
2024,78727,01/2020,24
2025,78727,02/2020,18
2026,78727,03/2020,12
2027,78727,04/2020,0
2028,78727,05/2020,1
2029,78727,06/2020,1
2030,78727,07/2020,0
2031,78727,08/2020,0
2032,78727,09/2020,1
2033,78727,10/2020,0
2034,78727,11/2020,1
2035,78727,12/2020,1
2036,78727,01/2021,3
2037,78727,02/2021,1
2038,78727,03/2021,2
2039,78727,04/2021,2
2040,78727,05/2021,3
2041,78727,06/2021,1
2042,78727,07/2021,1
2043,78727,08/2021,3
2044,78727,09/2021,2
2045,78727,10/2021,3
2046,78727,11/2021,8
2047,78727,12/2021,1
2048,78727,01/2022,19
2049,78727,02/2022,28
2050,78727,03/2022,18
2051,78727,04/2022,16
